,first_call-load_image,last_call-check_for_debugger,last_call-create_mutex,last_call-create_open_file,last_call-create_thread,last_call-create_window,last_call-dump_line,last_call-enum_window,last_call-find_file,last_call-get_file_attributes,last_call-get_host_by_name,last_call-get_system_directory,last_call-get_system_time,last_call-kill_process,last_call-listen_socket,last_call-load_dll,last_call-load_driver,last_call-open_file,last_call-open_key,last_call-open_process,last_call-process,last_call-query_value,last_call-read_value,last_call-set_value,last_call-set_windows_hook,last_call-show_window,last_call-sleep,last_call-thread,last_call-vm_protect,last_call-write_value,num-accept_socket,num-add_netjob,num-all_section,num-bind_socket,num-change_service_config,num-check_for_debugger,num-com_create_instance,num-com_createole_object,num-com_get_class_object,num-connect,num-connect_socket,num-control_service,num-copy_file,num-create_directory,num-create_file,num-create_interface,num-create_key,num-create_mailslot,num-create_mutex,num-create_namedpipe,num-create_open_file,num-create_process,num-create_process_as_user,num-create_process_nt,num-create_service,num-create_socket,num-create_thread,num-create_thread_remote,num-create_window,num-delete_file,num-delete_key,num-delete_service,num-delete_share,num-delete_value,num-destroy_window,num-download_file,num-download_file_to_cache,num-dump_line,num-enum_handles,num-enum_items,num-enum_keys,num-enum_modules,num-enum_processes,num-enum_services,num-enum_share,num-enum_subtypes,num-enum_types,num-enum_user,num-enum_values,num-enum_window,num-exit_windows,num-find_file,num-find_window,num-get_computer_name,num-get_file_attributes,num-get_host_by_addr,num-get_host_by_name,num-get_system_directory,num-get_system_time,num-get_userinfo,num-get_username,num-get_windows_directory,num-impersonate_user,num-kill_process,num-listen_socket,num-load_dll,num-load_driver,num-load_image,num-logon_as_user,num-message,num-move_file,num-open_file,num-open_key,num-open_mutex,num-open_process,num-open_scmanager,num-open_service,num-open_url,num-query_value,num-read_section,num-read_section_names,num-read_value,num-recv_socket,num-remove_directory,num-revert_to_self,num-send_socket,num-set_file_attributes,num-set_file_time,num-set_system_time,num-set_thread_context,num-set_value,num-set_windows_hook,num-show_window,num-sleep,num-start_service,num-trimmed_bytes,num-unload_driver,num-vm_allocate,num-vm_mapviewofsection,num-vm_protect,num-vm_read,num-vm_write,num-write_value,num_system_calls
00de32a2d3e8407bf028c7b6e399fa98c96bbbfdd,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,2,0,1,0,0,0,0,0,1,0,0,0,7,0,0,1,0,0,0,0,2,0,8,0,0,0,0,0,42,0,0,0,0,0,4,0,0,0,0,0,0,0,1,48,0,6,1,0,7,0,0,13,0,0,0,2,0,2,0,133,0,3,0,0,0,15,96,0,2,0,0,0,242,0,0,0,0,0,0,0,1,1,0,0,0,2,4,3,0,0,0,0,0,36,0,0,0,636
00f400749830eb8c878a14dd1b3a6d5454ba3Ca73,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,2,0,1,0,0,0,0,0,1,0,0,0,8,0,0,1,0,0,0,0,2,0,8,0,0,0,0,0,42,0,0,0,0,0,4,0,0,0,0,0,0,0,1,49,0,6,5,0,7,0,0,16,0,0,0,2,0,2,0,133,0,3,0,0,0,15,96,0,6,0,0,0,242,0,0,0,0,0,0,0,1,1,0,0,0,2,4,3,0,0,0,0,0,36,0,0,0,649
00fa504f0bd45969fd29d4c740c801c1027698415,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,8,0,0,0,0,0,1,0,22,0,1,0,0,0,1,10,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,73
0106c08559ba2663a7d4da40b3415c852408eb256,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,46,4,0,1,0,0,0,3,3,0,1,1,1,0,1,0,36,0,21,0,0,0,0,10,29,17,0,2,0,0,0,0,0,0,0,189,0,0,2,2,4,0,0,0,0,0,2,0,0,11,0,5,4,0,9,3,2,0,17,0,4,1,1,1121,0,17,0,0,1,38,138,848,49,2,1,3,99,0,0,0,11,0,1,1,5,1,0,0,22,1,0,773,0,11,0,131,0,6047,0,102,0,3072
010a1da500dc2297df576a6d952b0056dd3763cfd,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,2,0,2,1,0,0,0,2,0,0,0,0,0,0,0,15,0,11,2,0,0,0,3,5,2,2,0,0,0,0,0,0,1,0,31,0,0,0,0,0,0,0,0,0,0,1,3,0,6,0,6,5,0,3,8,0,0,0,0,3,2,0,127,0,3,0,0,0,18,36,1,0,2,1,0,41,0,0,0,2,0,1,3,0,0,0,0,0,4,0,0,0,1,0,8,0,245,0,5,0,251
01322b9d9b987f381738b3d761d704ded8fa2ad3f,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
01358b66c2cbd1df26917b34a85a0d623c443b54c,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,2,0,1,0,0,0,0,0,1,0,0,0,8,0,0,1,0,0,0,0,2,0,8,0,0,0,0,0,42,0,0,0,0,0,4,0,0,0,0,0,0,0,1,48,0,6,2,0,7,0,0,14,0,0,0,2,0,2,0,133,0,3,0,0,0,15,96,0,3,0,0,0,242,0,0,0,0,0,0,0,1,1,0,0,0,2,4,3,0,0,0,0,0,36,0,0,0,640
013a7412f4f0c6adc9ab9b26a9336b5ab1780549e,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,40,61,0,0,0,7,0,0,0,0,0,0,0,1,0,7,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,481,0,0,10,0,0,0,0,0,1,0,34,0,1,0,0,0,77,10,0,0,0,0,0,9,0,0,0,0,0,0,0,92,76,0,0,0,2,4,5,0,0,0,0,0,0,0,0,0,103
0141ca53acd4e5a9e8b9349026690b3869c3f174b,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,2,0,1,0,0,0,0,0,1,0,0,0,8,0,0,1,0,0,0,0,2,0,8,0,0,0,0,0,42,0,0,0,0,0,4,0,0,0,0,0,0,0,1,48,0,6,4,0,7,0,0,14,0,0,0,2,0,2,0,133,0,3,0,0,0,15,96,0,4,0,0,0,242,0,0,0,0,0,0,0,1,1,0,0,0,2,4,3,0,0,0,0,0,36,0,0,0,643
014a3beecda7cbb427caeb44ff7b886f0fed5F2f4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,36,0,1,0,0,0,3,3,0,0,3,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,46,0,0,0,113
014fc6d0e98d2c4a5F6d5155f3e46b25db4bd0e5f,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,6,0,8,8,0,2,0,8,0,3,84,9,0,6,0,73,0,72,12,0,0,0,15,18,10,12,653,1,0,0,6,0,0,0,2817,0,0,7,0,2,0,0,0,0,0,4,15,0,26,6,20,12,0,13,64,4,0,16,1,6,9,0,489,0,12,0,48,1,126,768,13,2,4,2,6,801,0,0,0,162,69,2,16,1,0,0,0,59,16,0,8,0,170,0,40,0,373,0,25,0,5557
0158a59e7f7a177c319bbc81b5d63e16a3e1b7f20,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,2,0,0,8,0,0,1,1,0,1,0,26,0,1,0,0,0,0,14,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,93
01942233ac19796d5bf70ead2ec1a72b75b6f494e,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,4,3,0,2,0,0,0,0,1,9,0,0,0,28,0,0,3,0,0,0,0,3,0,65,3,1,0,0,0,6,0,0,0,0,0,12,0,0,0,0,0,0,0,3,29,0,10,1317,0,42,0,0,27,0,0,0,2,0,2,0,175,0,5,0,0,0,38,245,0,2,0,0,0,697,0,0,16,0,1,0,0,1,0,0,0,1,16,4,2,0,0,0,0,0,108,0,4,0,944
01b4d1b9863fc8c7bd1cb2017615b3a549c9cD0ee,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,2,0,1,0,0,0,0,0,1,0,0,0,8,0,0,1,0,0,0,0,2,0,8,0,0,0,0,0,42,0,0,0,0,0,4,0,0,0,0,0,0,0,1,49,0,6,6,0,7,0,0,15,0,0,0,2,0,2,0,133,0,3,0,0,0,15,96,0,6,0,0,0,242,0,0,0,0,0,0,0,1,1,0,0,0,2,4,4,0,0,0,0,0,36,0,0,0,650
01b7e69243be5470e3715bb2b3cf1aae4bedd327d,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,2,0,2,1,0,0,0,2,0,0,0,0,0,0,0,15,0,11,2,0,0,0,3,5,2,2,0,0,0,0,0,0,1,0,31,0,0,0,0,0,0,0,0,0,0,1,3,0,6,0,6,5,0,3,9,0,0,0,0,3,2,0,129,0,3,0,0,0,18,36,1,0,2,1,0,41,0,0,0,2,0,1,3,0,0,0,0,0,4,0,0,0,1,0,8,0,245,0,5,0,255
01dad74d06fd3c015c63a22687f4621e2e23a7f73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,5,0,2,0,2,0,0,0,1,0,0,0,16,0,15,2,0,0,0,4,7,2,4,0,0,0,0,0,0,0,0,812,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,3,1,0,2,14,6,0,5,0,0,1,0,134,0,3,0,51,0,12,43,0,0,0,0,0,35,0,0,0,41,0,0,10,0,0,0,0,0,4,0,4,0,49,0,8,0,15,0,5,0,1291
020b378a83fa1f9bbab9f302e73Da880b667ff2c9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,2,0,1,0,0,0,0,0,2,0,0,0,7,0,0,1,0,0,0,0,2,0,8,0,0,0,0,0,42,0,0,0,0,0,4,0,0,0,0,0,0,0,1,48,0,6,1,0,7,0,0,13,0,0,0,2,0,2,0,133,0,3,0,0,0,16,96,0,2,0,0,0,242,0,0,0,0,0,0,0,2,2,0,0,0,2,4,3,0,0,0,0,0,36,0,0,0,636
020be27c9d3502fac17de5da9a46eedd9c0e1e296,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,2,0,1,0,0,0,0,0,1,0,0,0,8,0,0,1,0,0,0,0,2,0,8,0,0,0,0,0,42,0,0,0,0,0,4,0,0,0,0,0,0,0,1,47,0,6,2,0,7,0,0,14,0,0,0,2,0,2,0,133,0,3,0,0,0,15,96,0,3,0,0,0,242,0,0,0,0,0,0,0,1,1,0,0,0,2,4,3,0,0,0,0,0,36,0,0,0,639
0212f317d92ddc8616c100acbc42778308babf934,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,2,0,1,0,0,0,0,2,0,0,8,655,0,9,0,9,0,4,0,0,0,0,3,7,0,7,3,2,0,0,0,43,1,0,33,0,0,2,0,0,0,0,0,0,0,1,50,0,22,2,6,689,0,3,24,0,0,0,25,3,1,0,101,0,2,0,0,0,14,111,1,1,2,1,0,59,0,0,0,3,1,0,3,2,1,0,0,13,4,4,0,0,1,0,0,0,70,0,0,0,261
021feaAf3ef639cf91861c3516e5d20a1a1def5c6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24,6,0,9,8,0,2,0,8,0,3,84,9,0,6,0,67,0,72,12,0,0,0,15,19,10,12,653,1,0,0,6,0,0,0,2629,0,0,7,0,2,0,0,0,0,0,4,16,0,26,6,20,12,0,13,57,4,0,16,1,6,9,0,475,0,12,0,61,1,127,768,5,2,4,2,6,801,0,0,0,149,69,2,18,1,0,0,0,59,16,0,8,0,158,0,40,0,431,0,25,0,5289
02214e71dc7c94efda1495dd5540c730143e8030a,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,13,0,1,0,0,0,0,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
02349f4deb99e7390afC34267f90f3146a0835d3c,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,0,0,0,0,0,0,1,1,1,0,1,0,6,0,3,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,0,4,3,0,11,0,0,34,0,0,10,0,0,0,3,0,0,0,59,0,1,0,0,0,97,89,1,0,0,0,0,171,0,0,0,0,0,0,0,5,0,0,0,2,5,1,0,0,0,0,0,0,10,0,0,0,553
02407d996dce5816c7016b64fecd68ee592870833,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,2,2,0,1,0,0,0,0,0,1,0,0,0,7,0,0,1,0,0,0,0,2,0,8,0,0,0,0,0,42,0,0,0,0,0,4,0,0,0,0,0,0,0,1,49,0,6,1,0,7,0,0,13,0,0,0,2,0,2,0,133,0,3,0,0,0,14,96,0,2,0,0,0,242,0,0,0,0,0,0,0,1,1,0,0,0,2,4,3,0,0,0,0,0,36,0,0,0,625
0243f1caa1269e744790fca12ca1f151accab4859,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,1,0,21,0,1,0,0,0,3,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
02587cf44026e4bc03ea3fef535eb0fd054ae5a40,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,2,0,0,8,0,0,1,1,0,1,0,26,0,1,0,0,0,0,14,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,93
0273dd58146d2c8cbfc7941e14eae943bf9a179ba,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,2,0,2,0,0,9,0,0,0,1,0,1,0,27,0,1,0,0,0,1,17,0,1,0,0,0,9,0,0,2,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,188
0279036fe74b9e36ceeceC629e99e626b3ef3dc75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2,0,2,5,0,1,0,2,0,0,2,7,0,0,0,17,0,5,2,0,0,0,4,20,0,12,4,0,0,0,0,43,0,0,310,0,0,49,0,0,0,0,0,0,0,100,51,0,14,3,12,35,0,4,39,3,0,1,2,5,2,0,211,0,4,0,0,0,44,1486,1,1,3,2,0,933,0,0,0,18,4,0,2,4,2,0,0,0,6,4,5,0,17,0,0,0,40,0,0,0,715
0282fadf691360ef6aa98ba309d5ef97653F16f0f,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,2,0,1,0,0,0,0,0,1,0,0,0,8,0,0,1,0,0,0,0,2,0,8,0,0,0,0,0,42,0,0,0,0,0,4,0,0,0,0,0,0,0,1,47,0,6,4,0,7,0,0,14,0,0,0,2,0,2,0,133,0,3,0,0,0,15,96,0,5,0,0,0,242,0,0,0,0,0,0,0,1,1,0,0,0,2,4,3,0,0,0,0,0,36,0,0,0,643
02c5733a671efbe550230edc15a38a59fa28a7739,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,8,0,0,0,0,0,1,0,20,0,1,0,0,0,0,10,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,71
02cdba1913f054373c0B55095bc3210216c0c38e7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,2,0,1,0,0,0,0,0,1,0,0,0,7,0,0,1,0,0,0,0,2,0,8,0,0,0,0,0,42,0,0,0,0,0,4,0,0,0,0,0,0,0,1,48,0,6,1,0,7,0,0,13,0,0,0,2,0,2,0,133,0,3,0,0,0,15,96,0,2,0,0,0,242,0,0,0,0,0,0,0,1,1,0,0,0,2,4,3,0,0,0,0,0,36,0,0,0,636
